seed,optimize_prior,samples,linearized_pred,kfac,diffrax,savefig,epochs,accuracy_MAP,nll_MAP,brier_MAP,ece_map,mce_map,accuracy_posterior,nll_posterior,brier_posterior,ece_posterior,mce_posterior,accuracy_laplace,nll_laplace,brier_laplace,ece_laplace,mce_laplace,Total_time,Exmap_time,Laplace_time,NetworkTraining_time
655,True,100,True,True,True,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,87.2956,0.2952339390710216,0.08913949056626724,2.4340606,15.6081085,87.54717,0.3317754028231255,0.09645193436211535,7.0685296,10.699999,26.06939935684204,14.55811071395874,1.0025510787963867,3.4412648677825928
655,True,100,True,True,True,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,87.04402,0.28541442687562724,0.0865446963872207,2.5311003,16.955992,86.28931,0.36270911718263865,0.1071551845997923,8.908518,11.88168,25.512080907821655,13.522443056106567,1.0051262378692627,3.9624385833740234
655,True,100,True,True,True,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,87.54717,0.28924764514857804,0.087622301228616,2.432427,11.548543,85.78616,0.39365822247449056,0.11782295163032444,10.309176,15.136522,26.869141101837158,14.360969305038452,1.006483793258667,4.420558929443359
655,True,100,True,True,False,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,87.54717,0.2887106546526497,0.08728531049348115,2.850888,15.321959,87.54717,0.3317754028231255,0.09645193436211535,7.0685296,10.699999,25.32805871963501,13.567549467086792,1.0016672611236572,3.5154967308044434
655,True,100,True,True,False,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,87.42138,0.28484298284459003,0.08602551108772293,4.0521374,20.942038,86.28931,0.36270911718263865,0.1071551845997923,8.908518,11.88168,22.0126051902771,9.977199077606201,0.9995522499084473,3.8807239532470703
655,True,100,True,True,False,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,87.16981,0.2874366292614049,0.08712978250799375,2.6832273,20.44237,85.78616,0.39365822247449056,0.11782295163032444,10.309176,15.136522,25.8781840801239,13.08035397529602,0.9989132881164551,4.634169340133667
655,True,100,True,False,True,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,86.79245,0.4900893447704183,0.09852485887229209,6.9578066,12.219397,87.54717,0.3317754028231255,0.09645193436211535,7.0685296,10.699999,132.74832558631897,120.96439981460571,1.0036895275115967,3.520171880722046
655,True,100,True,False,True,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,85.66038,0.5122452962486929,0.10904328756188265,8.6293955,19.93324,86.28931,0.36270911718263865,0.1071551845997923,8.908518,11.88168,133.2168529033661,121.2523102760315,1.0095939636230469,3.873812675476074
655,True,100,True,False,True,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,85.78616,0.5019191084528886,0.10768539425394903,9.436563,29.500765,85.78616,0.39365822247449056,0.11782295163032444,10.309176,15.136522,144.10111737251282,131.78569531440735,1.0073978900909424,4.168715238571167
655,True,100,True,False,False,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,86.918236,0.491206505692087,0.09867540638877545,6.7651734,9.88304,87.54717,0.3317754028231255,0.09645193436211535,7.0685296,10.699999,140.4744381904602,128.61744737625122,1.1019561290740967,3.4496147632598877
655,True,100,True,False,False,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,85.66038,0.516520354490134,0.10908133573661133,8.5945635,21.177118,86.28931,0.36270911718263865,0.1071551845997923,8.908518,11.88168,144.51189756393433,132.32842373847961,0.9998128414154053,4.005791187286377
655,True,100,True,False,False,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,86.16352,0.5088676622079648,0.10769214100614746,9.055342,29.623955,85.78616,0.39365822247449056,0.11782295163032444,10.309176,15.136522,145.978111743927,133.39483523368835,1.0027008056640625,4.362043857574463
655,True,100,False,True,True,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,86.79245,0.439363011112754,0.1343970424039208,18.482122,22.811245,53.45912,0.6750931593381534,0.2411731466368413,7.9282255,15.760058,17.34148120880127,6.52797794342041,1.003298044204712,3.49794602394104
655,True,100,False,True,True,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,85.28302,0.4331571552614795,0.13266222214448525,15.727779,22.414143,57.484276,0.6788065995623558,0.24303524021555095,6.3287473,18.040562,18.21489667892456,7.043655633926392,1.0033419132232666,3.8877835273742676
655,True,100,False,True,True,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,85.53459,0.4250643178213984,0.12961317104059186,15.394407,19.937199,58.616352,0.6744804732571973,0.2408777320939084,1.2873622,2.229017,19.33618950843811,7.695319414138794,1.0022661685943604,4.400149345397949
655,True,100,False,True,False,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,86.037735,0.4402678000156327,0.13482929798345222,17.606417,23.08418,53.45912,0.6750931593381534,0.2411731466368413,7.9282255,15.760058,17.58870553970337,6.815411806106567,1.0015199184417725,3.487614870071411
655,True,100,False,True,False,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,84.528305,0.4319696979945193,0.13239204349725586,14.539639,19.165314,57.484276,0.6788065995623558,0.24303524021555095,6.3287473,18.040562,18.405467748641968,7.199246406555176,1.0022759437561035,3.9575345516204834
655,True,100,False,True,False,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,85.28302,0.4254352611785211,0.1293337241640204,15.351483,21.10576,58.616352,0.6744804732571973,0.2408777320939084,1.2873622,2.229017,19.491418600082397,7.850353956222534,0.9998421669006348,4.3583924770355225
655,True,100,False,False,True,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,87.04402,0.3369502303154102,0.09910295166310257,6.5792017,25.253027,53.45912,0.6750931593381534,0.2411731466368413,7.9282255,15.760058,120.68966817855835,109.9785943031311,1.0071122646331787,3.4456846714019775
655,True,100,False,False,True,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,86.918236,0.34600911941210366,0.09988128396803084,6.974358,27.82777,57.484276,0.6788065995623558,0.24303524021555095,6.3287473,18.040562,110.33223962783813,99.11512112617493,1.0108046531677246,3.934825897216797
655,True,100,False,False,True,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,87.04402,0.34663497136149696,0.10100865369630647,7.7391596,27.83333,58.616352,0.6744804732571973,0.2408777320939084,1.2873622,2.229017,106.72512125968933,94.98569178581238,1.000612497329712,4.403622150421143
655,True,100,False,False,False,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,86.918236,0.338493703245081,0.09913179176059592,6.7644043,24.29185,53.45912,0.6750931593381534,0.2411731466368413,7.9282255,15.760058,111.89912128448486,101.0859158039093,1.0023012161254883,3.526174783706665
655,True,100,False,False,False,True,2000,87.04402,0.3902720812878455,0.09959143492844094,7.28871,25.649189,87.04402,0.34604117320534405,0.09986982417128795,7.0675783,29.106152,57.484276,0.6788065995623558,0.24303524021555095,6.3287473,18.040562,103.98436141014099,92.42812156677246,1.0010669231414795,4.216331720352173
655,True,100,False,False,False,True,2500,86.037735,0.44201360757684965,0.10441673229143422,7.981258,27.472675,87.16981,0.34884330318669104,0.10160656571686447,8.0590515,32.144768,58.616352,0.6744804732571973,0.2408777320939084,1.2873622,2.229017,106.76769185066223,95.0561203956604,1.0067040920257568,4.360960483551025
655,False,100,True,True,True,True,1500,87.42138,0.33335056903259275,0.09322945848160728,5.6597037,19.801586,86.79245,0.33271786335273557,0.09381679582806493,4.958018,17.189753,87.67296,0.4012872605200127,0.1176515413911599,14.407865,17.186134,32.94065260887146,21.55392336845398,1.0036725997924805,3.463392734527588
