seed,optimize_prior,samples,linearized_pred,kfac,diffrax,solver,pcoeff,icoeff,savefig,epochs,accuracy_MAP,nll_MAP,brier_MAP,ece_map,mce_map,accuracy_posterior,nll_posterior,brier_posterior,ece_posterior,mce_posterior,accuracy_laplace,nll_laplace,brier_laplace,ece_laplace,mce_laplace,Total_time,Exmap_time,Laplace_time,NetworkTraining_time,,pcoeff,icoeff,avg_time,avg_acc,avg_ece,avg_mce
0,False,100,False,False,True,dopri5,0.2,0.7,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.79245,0.286036676933367,0.0905746802540911,2.7735152,8.407253,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,321.813881158829,314.956093072891,0.922863245010376,2.15145564079285,,0.4,0.6,354.506777405739,86.5408785,3.239690675,10.7650929
1,False,100,False,False,True,dopri5,0.2,0.7,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.42138,0.296706391174199,0.0902024614919693,4.23292,10.512477,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,390.040986061096,382.948736190796,0.863896608352661,2.19838571548462,,0.3,0.7,359.887537896633,87.1069185,2.792427025,8.88512505
2,False,100,False,False,True,dopri5,0.2,0.7,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.2956,0.289418612844197,0.0896876916513525,3.7441087,13.165111,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,321.314642429352,314.117049217224,0.933161497116089,2.06490588188171,,0.5,0.6,360.478896558285,87.389935,3.050926425,9.5951149
3,False,100,False,False,True,dopri5,0.2,0.7,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,86.918236,0.303335509428831,0.0912385387972184,3.0298336,5.074382,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,366.301492214203,358.912680149078,0.978966951370239,2.10302901268005,,0.6,0.5,362.074960172176,86.98113,2.3914425,8.41889865
0,False,100,False,False,True,dopri5,0.2,0.8,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.288927330854219,0.0887557674636198,4.4652567,14.751423,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,332.454538345337,325.079792261124,0.961360454559326,2.05170321464539,,0.5,0.5,365.192826151848,86.98113,2.596500275,8.6643888
1,False,100,False,False,True,dopri5,0.2,0.8,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.42138,0.29375693918654,0.0891928156586934,2.6399424,3.9185047,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,422.76849603653,415.554114341736,0.834254026412964,1.95088744163513,,0.2,0.8,368.061047375202,87.3899365,3.4637737,8.975637175
2,False,100,False,False,True,dopri5,0.2,0.8,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.2956,0.295686454938258,0.0910498645904825,3.5600557,8.376497,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,343.848771810532,336.32815861702,0.846348285675049,1.98004651069641,,0.6,0.6,370.874272406101,87.201255,2.510730025,7.923636025
3,False,100,False,False,True,dopri5,0.2,0.8,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.92453,0.2937328856466,0.0895049163316171,3.18984,8.856124,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,403.17374920845,395.28212428093,0.765522480010986,2.19363522529602,,0.4,0.7,371.387556672096,86.886789,2.254842925,5.67341445
0,False,100,False,False,True,dopri5,0.2,0.9,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,87.2956,0.285151058766687,0.0883757872106924,2.035132,8.409098,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,349.049361467361,341.294728755951,0.78422474861145,1.94407892227173,,0.4,0.8,382.252570390701,87.0125765,2.623349725,7.08543795
1,False,100,False,False,True,dopri5,0.2,0.9,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.04402,0.29206702079534,0.0880917744561579,4.1369395,6.2647524,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,460.39747262001,451.481728792191,1.08618021011353,2.40231013298035,,0.5,0.7,386.647046625614,86.9496825,2.41745745,7.2797342
2,False,100,False,False,True,dopri5,0.2,0.9,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.2956,0.287973273160943,0.0892779694475301,2.3478446,4.8547688,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,357.518421888351,348.930223941803,1.0323166847229,2.11674332618713,,0.5,0.8,389.802805185318,87.2955975,2.30871265,9.571968075
3,False,100,False,False,True,dopri5,0.2,0.9,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,86.79245,0.295813768600363,0.0904834477776114,3.403653,5.1424384,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,446.334584474564,437.532605886459,1.00413846969605,2.1191999912262,,0.3,0.8,390.096207499504,87.0754715,3.2355191,8.896879925
0,False,100,False,False,True,dopri5,0.2,1,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.293589577994388,0.0923553558754802,2.6659143,8.902985,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,391.84406542778,382.207969427109,0.798128366470337,2.06572794914246,,0.2,0.9,394.809821844101,87.1069175,2.980892275,6.1677644
1,False,100,False,False,True,dopri5,0.2,1,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.42138,0.293774829161474,0.0895345822838232,3.4112942,4.156536,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,455.638629436493,446.550138950348,1.05176115036011,2.25506448745728,,0.6,0.7,400.224927842617,86.63521625,3.44123005,11.898332
2,False,100,False,False,True,dopri5,0.2,1,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.16981,0.293899360333198,0.0902098589238585,2.9534798,7.0252895,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,387.995483398437,379.276654005051,0.833125352859497,1.92838740348816,,0.4,0.9,403.545978486538,87.295595,2.7447789,8.323865675
3,False,100,False,False,True,dopri5,0.2,1,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,86.666664,0.30524488917562,0.0923011208393745,3.3223324,5.9190035,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,506.204342603683,496.857080698013,0.8949875831604,2.08216381072998,,0.3,0.9,413.935399770737,87.264149,3.11718575,7.432313925
0,False,100,False,False,True,dopri5,0.3,0.3,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.297856102514617,0.092026618809975,2.3404815,9.648741,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,277.643570184708,267.975924491882,0.923454284667969,2.12834882736206,,0.6,0.8,417.564791202545,86.7924495,2.570651575,9.209140175
1,False,100,False,False,True,dopri5,0.3,0.3,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.42138,0.293585857920305,0.0905614639163898,2.5669162,6.4133883,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,344.795118093491,335.10595870018,1.00375533103943,2.12693452835083,,0.5,0.9,419.768614828587,86.79245,2.772085025,7.232956725
2,False,100,False,False,True,dopri5,0.3,0.3,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.04402,0.291106836398729,0.0911205571539128,2.7090366,12.371492,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,282.499504804611,272.917594194412,0.855710029602051,2.00692296028137,,0.2,1,426.22296077013,87.0440225,3.088255175,6.5009535
3,False,100,False,False,True,dopri5,0.3,0.3,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.04402,0.289889487555271,0.0911653849184007,2.5455291,8.345681,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,338.094263553619,328.264719724655,1.00115656852722,2.02924728393555,,0.6,0.9,426.798186063767,87.35849,2.611415075,6.95965005
0,False,100,False,False,True,dopri5,0.3,0.4,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,87.04402,0.291122369653444,0.0910086660221299,1.789834,7.0464015,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,275.88586807251,266.012176513672,0.819469451904297,2.16190958023071,,0.3,1,436.016142904759,87.4842765,2.845590475,6.6128462
1,False,100,False,False,True,dopri5,0.3,0.4,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.04402,0.297224114638113,0.0910080560472403,2.9725938,5.2975416,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,360.937404155731,350.913892745972,0.815991878509522,1.97100472450256,,0.4,1,437.320746719837,87.2012565,2.589225125,9.170522
2,False,100,False,False,True,dopri5,0.3,0.4,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,86.918236,0.292960815768501,0.0904811455656539,2.4706514,10.432595,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,274.930992364883,265.116932868957,0.740974187850952,1.97179651260376,,0.7,0.3,437.532100021839,87.2012575,2.333747525,9.579031
3,False,100,False,False,True,dopri5,0.3,0.4,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,86.666664,0.297394765957057,0.0913497876296677,1.9541271,9.836758,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,349.671268224716,339.44228553772,0.847294807434082,1.97021245956421,,0.5,1,450.940955340862,87.35849,2.189130025,5.401872075
0,False,100,False,False,True,dopri5,0.3,0.5,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,87.2956,0.288419415280756,0.089449362710754,2.9796214,16.51116,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,301.145817518234,290.542085647583,1.04024982452393,2.07972526550293,,0.6,1,454.231482505798,87.0125775,2.4750849,7.851637575
1,False,100,False,False,True,dopri5,0.3,0.5,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.2956,0.288911292672182,0.0879704275592784,3.7848618,6.406307,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,367.885608911514,357.631447315216,0.802087545394897,1.90463542938232,,,,,,,
2,False,100,False,False,True,dopri5,0.3,0.5,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.16981,0.290327860951847,0.089271731484065,1.9689404,5.259222,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,291.097847223282,280.660754203796,0.77105188369751,1.95096635818481,,,,,,,
3,False,100,False,False,True,dopri5,0.3,0.5,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,86.918236,0.289230028426986,0.0896756689918276,2.0458827,5.014193,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,364.164664268494,353.027209997177,0.85270881652832,1.92984819412231,,,,,,,
0,False,100,False,False,True,dopri5,0.3,0.6,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,87.04402,0.286069186321582,0.0894341737686119,2.9269385,12.020951,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,306.881658792496,295.884964942932,0.891411542892456,1.97061777114868,,,,,,,
1,False,100,False,False,True,dopri5,0.3,0.6,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.2956,0.287245221036821,0.0875758950903481,3.2165494,5.588299,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,402.205740690231,391.035392999649,0.956478834152222,1.99823069572449,,,,,,,
2,False,100,False,False,True,dopri5,0.3,0.6,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.04402,0.287944267104482,0.0892919153515422,3.292646,8.296376,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,334.498944997787,323.337827920914,0.849737644195557,1.94637131690979,,,,,,,
3,False,100,False,False,True,dopri5,0.3,0.6,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,88.1761,0.293947757372951,0.089431376370752,2.5333931,9.293545,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,391.52818441391,380.230721950531,0.834693193435669,1.9447820186615,,,,,,,
0,False,100,False,False,True,dopri5,0.3,0.7,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.666664,0.285966253374292,0.0895336230207017,2.6855679,14.332589,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,338.669688463211,327.136237382889,0.863579511642456,1.98400449752808,,,,,,,
1,False,100,False,False,True,dopri5,0.3,0.7,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.54717,0.293371560839781,0.0894664727458599,3.1569183,5.4821672,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,422.685111045837,410.842644929886,0.954297065734863,1.99058556556702,,,,,,,
2,False,100,False,False,True,dopri5,0.3,0.7,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,86.54088,0.295954983711519,0.0923240579626011,2.4686797,7.820499,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,333.576385974884,321.732345581055,0.796871185302734,1.95981311798096,,,,,,,
3,False,100,False,False,True,dopri5,0.3,0.7,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.67296,0.290209429962972,0.0891254557764761,2.8585422,7.905245,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,391.924956560135,379.838923692703,0.914463043212891,1.95413184165955,,,,,,,
0,False,100,False,False,True,dopri5,0.3,0.8,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.281311218586113,0.088132284733434,3.350781,14.115488,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,353.934478282928,341.219653367996,0.81982684135437,1.99968504905701,,,,,,,
1,False,100,False,False,True,dopri5,0.3,0.8,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,86.79245,0.299527753727827,0.0911001645409708,3.5418856,6.927067,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,470.349442720413,457.999725818634,0.772753000259399,1.95859098434448,,,,,,,
2,False,100,False,False,True,dopri5,0.3,0.8,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.2956,0.280975408083664,0.0871814716654292,2.7683253,10.9702,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,362.039598226547,348.86757516861,0.873631477355957,2.53516983985901,,,,,,,
3,False,100,False,False,True,dopri5,0.3,0.8,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.2956,0.303676560500576,0.0916666882584188,3.2810845,3.5747647,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,424.958775997162,412.297875642777,0.800029516220093,1.96071314811707,,,,,,,
0,False,100,False,False,True,dopri5,0.3,0.9,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.287964931903602,0.0895400547492619,2.5286584,8.685711,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,379.795438766479,366.966906785965,0.827708959579468,1.93159675598145,,,,,,,
1,False,100,False,False,True,dopri5,0.3,0.9,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.54717,0.290079630925837,0.0885014807367662,4.4861307,8.994609,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,470.810819149017,457.757666826248,0.871585369110107,1.97894525527954,,,,,,,
2,False,100,False,False,True,dopri5,0.3,0.9,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.04402,0.28954626606334,0.0894838155306888,2.8485672,5.521643,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,386.938462734222,373.635921478271,0.889844179153442,1.96700525283813,,,,,,,
3,False,100,False,False,True,dopri5,0.3,0.9,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.54717,0.290502354278703,0.0895637346115918,2.6053867,6.5272927,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,470.876141786575,457.381103992462,0.894302606582642,1.95792722702026,,,,,,,
0,False,100,False,False,True,dopri5,0.3,1,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.28578770782311,0.089896518001525,2.5459845,5.26042,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,405.308817148209,390.663163661957,1.04282355308533,2.55375003814697,,,,,,,
1,False,100,False,False,True,dopri5,0.3,1,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.54717,0.294229516364347,0.0890686816075665,3.8206518,7.6042414,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,502.339361429215,488.367799043655,0.893786430358887,2.15562963485718,,,,,,,
2,False,100,False,False,True,dopri5,0.3,1,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.54717,0.284956783645933,0.0879573860166334,2.3302312,6.9819984,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,409.124363422394,394.137965679169,0.878266572952271,2.13326168060303,,,,,,,
3,False,100,False,False,True,dopri5,0.3,1,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.92453,0.290257033287346,0.0890459344554811,2.6854944,6.604725,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,487.060847997665,470.895643234253,1.0011465549469,2.46861815452576,,,,,,,
0,False,100,False,False,True,dopri5,0.4,0.3,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,87.04402,0.292060972711445,0.0909156709101224,1.9804182,8.004546,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,294.83306646347,280.459894657135,0.87399697303772,2.05493783950806,,,,,,,
1,False,100,False,False,True,dopri5,0.4,0.3,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,88.05031,0.286627989490091,0.088106193425689,3.1267357,11.907494,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,356.254048347473,341.742568731308,0.837467432022095,2.13849282264709,,,,,,,
2,False,100,False,False,True,dopri5,0.4,0.3,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.16981,0.297010168064571,0.0931800419538475,3.2289433,11.537332,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,306.720395088196,291.760325670242,0.857449054718018,2.15141463279724,,,,,,,
3,False,100,False,False,True,dopri5,0.4,0.3,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,86.918236,0.287915970939461,0.0897158322764225,2.3768928,5.6864443,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,369.957563877106,354.83366560936,1.14805269241333,2.2095992565155,,,,,,,
0,False,100,False,False,True,dopri5,0.4,0.4,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.79245,0.286548672890395,0.0898802337249854,2.8497643,9.789324,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,301.396359205246,286.498871803284,0.908352136611939,2.12763047218323,,,,,,,
1,False,100,False,False,True,dopri5,0.4,0.4,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.16981,0.28745769308095,0.0899554675220399,3.2504215,6.801319,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,368.49475812912,353.278069496155,0.873894691467285,2.08686900138855,,,,,,,
2,False,100,False,False,True,dopri5,0.4,0.4,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.42138,0.296241547807238,0.0910827769788395,1.49625,6.7721424,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,299.827419519424,283.491160869598,0.849462747573853,2.2657995223999,,,,,,,
3,False,100,False,False,True,dopri5,0.4,0.4,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.2956,0.289356075843266,0.0908753789090159,1.8734097,8.188164,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,373.09814953804,355.95578622818,1.1772198677063,2.52942037582397,,,,,,,
0,False,100,False,False,True,dopri5,0.4,0.5,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.79245,0.295841451529989,0.091038116941405,2.332254,8.633089,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,320.158532381058,302.615775585175,1.30303120613098,2.65580177307129,,,,,,,
1,False,100,False,False,True,dopri5,0.4,0.5,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.04402,0.291309708154431,0.0888807559008808,3.264322,7.146466,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,387.154628038406,370.3948969841,1.31360411643982,2.35552406311035,,,,,,,
2,False,100,False,False,True,dopri5,0.4,0.5,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.16981,0.290990586371188,0.0906246983063458,3.7747152,16.953724,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,308.106458425522,292.466680288315,0.96420168876648,2.15713214874268,,,,,,,
3,False,100,False,False,True,dopri5,0.4,0.5,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.04402,0.293270656002587,0.0908416985013211,3.2852125,11.748987,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,392.89401102066,377.252999782562,0.928179025650024,2.14983320236206,,,,,,,
