seed,optimize_prior,samples,linearized_pred,kfac,diffrax,solver,savefig,epochs,accuracy_MAP,nll_MAP,brier_MAP,ece_map,mce_map,accuracy_posterior,nll_posterior,brier_posterior,ece_posterior,mce_posterior,accuracy_laplace,nll_laplace,brier_laplace,ece_laplace,mce_laplace,Total_time,Exmap_time,Laplace_time,NetworkTraining_time,
3,False,100,False,False,True,bosh3,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.04402,0.34353339214637,0.0978885587098221,4.7933874,14.273429,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,654.540508747101,648.989439487457,0.802299737930298,1.93279337882996,
0,False,100,False,False,True,dopri5,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.288915076612404,0.0899093651520714,2.2642431,7.2584777,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,271.213089227676,259.327025175095,1.40165114402771,3.39904618263245,"Pcoeff=0.2, icoeff=0.4, dcoeff=0.0"
1,False,100,False,False,True,dopri5,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,87.54717,0.282019351884749,0.0864396039964573,2.727258,6.09529,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,313.261349201202,309.574079036713,0.721986293792725,1.94767475128174,dopri5 avg
2,False,100,False,False,True,dopri5,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,87.54717,0.291666529299646,0.0892486580424232,2.5974207,9.258765,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,260.578245401382,256.590308666229,0.883654832839966,1.92069578170776,338.212577819824
3,False,100,False,False,True,dopri5,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.42138,0.293171491829578,0.0916875886233064,3.1829045,10.053325,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,339.52615737915,335.396265029907,0.855203151702881,1.91078019142151,tsit5 avg
0,False,100,False,False,True,tsit5,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.918236,0.344412601470766,0.0987423123745111,6.159599,26.869404,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,455.55802822113,451.289658546448,0.813992261886597,1.89192605018616,492.724575042725
1,False,100,False,False,True,tsit5,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,86.41509,0.322207007136103,0.0941269387531002,4.163859,14.693421,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,547.466315031052,542.867775917053,0.874463558197022,1.94333910942078,bosh5 avg
2,False,100,False,False,True,tsit5,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,86.918236,0.314124376559091,0.0961526623972215,4.5470448,14.897924,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,475.652768373489,471.085813045502,0.686343193054199,1.95917797088623,517.417191108068
3,False,100,False,False,True,tsit5,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,87.04402,0.312618881997973,0.0953485602413142,3.566606,14.942771,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,550.741839647293,545.801596879959,0.872638940811157,1.95584034919739,
0,False,100,False,False,True,bosh3,True,2000,86.79245,0.450937139068673,0.106169163808924,8.257479,30.275726,86.28931,0.367891911194727,0.099693405280183,6.188746,14.401854,55.723267,0.689351439063093,0.248044490098364,1.142853,3.2296658,416.310213327408,411.143114328384,0.796621322631836,1.98610544204712,
1,False,100,False,False,True,bosh3,True,2000,85.78616,0.364801503676541,0.0994204026998473,7.2213984,33.67774,86.54088,0.339099437334261,0.0973915032381749,4.9043026,11.070442,57.735847,0.683535613873433,0.245208010621185,4.897821,4.897821,540.778118848801,535.565752267838,0.753851890563965,1.99398064613342,
2,False,100,False,False,True,bosh3,True,2000,86.41509,0.415031246907746,0.102564610772323,7.591371,18.24968,86.666664,0.34729348467157,0.0988175073096131,5.7570586,19.03044,53.710693,0.686262900489997,0.246588207427922,0.5725129,19.127237,495.225150108337,489.751605033875,0.866136074066162,1.92300319671631,
3,False,100,False,False,True,bosh3,True,2000,86.79245,0.382821845147225,0.0950778601735752,6.189186,17.384996,86.79245,0.336767243477437,0.0977863964616996,4.9485164,13.974995,54.08805,0.693337238040645,0.250081208348644,1.2312934,10.738397,532.546146631241,526.934216022491,0.786917209625244,1.9681396484375,
